时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2017-03-06,一	8.96		8.97		8.94		8.96		-0.11%		0.33%		59,574,979	533,330,380	0.202		3533		
2017-03-07,二	8.95		8.98		8.93		8.97		+0.11%		0.56%		34,339,894	307,714,880	0.116		3191		
2017-03-08,三	8.96		8.97		8.90		8.92		-0.56%		0.78%		56,316,198	502,746,150	0.191		3008		
2017-03-09,四	8.90		8.91		8.85		8.87		-0.56%		0.67%		54,516,573	483,861,450	0.184		3428		
2017-03-10,五	8.87		8.89		8.82		8.84		-0.34%		0.79%		40,672,973	360,003,770	0.138		3089		
2017-03-13,一	8.84		8.87		8.80		8.86		+0.23%		0.79%		44,713,567	395,086,240	0.151		3439		
2017-03-14,二	8.85		8.87		8.82		8.84		-0.23%		0.56%		44,623,389	394,734,770	0.151		3073		
2017-03-15,三	8.83		8.87		8.81		8.86		+0.23%		0.68%		46,471,270	410,520,130	0.157		3545		
2017-03-16,四	8.86		8.90		8.85		8.88		+0.23%		0.56%		70,457,489	625,518,310	0.238		3676		
2017-03-17,五	8.89		8.89		8.78		8.81		-0.79%		1.24%		93,164,446	822,494,700	0.315		3527		
2017-03-20,一	8.80		8.82		8.68		8.71		-1.14%		1.59%		103,859,324	906,805,030	0.351		3756		
2017-03-21,二	8.70		8.71		8.64		8.67		-0.46%		0.80%		92,089,283	797,315,370	0.312		3740		
2017-03-22,三	8.64		8.64		8.51		8.55		-1.38%		1.50%		124,313,826	1,064,697,470	0.421		3893		
2017-03-23,四	8.55		8.60		8.54		8.59		+0.47%		0.70%		100,749,103	864,095,910	0.341		3515		

